Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Licensed Beds,Available Beds,Staffed Beds,Pretax Net Income,Other Operating Rev,Total Operating Rev,Total Margin,Operating Margin,Location
2015,106560481,VENTURA COUNTY MEDICAL CENTER,Ventura,City/County,Comparable,Teaching,,272,259,134,308743380,$75434629.00,$384178009.00,19.6%,24.4%,"VENTURA, California
(34.280832, -119.293107)"
2015,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,Investor,Comparable,,,164,164,62,150563498,$1105744.00,$151669242.00,0.7%,0.7%,"SAN LUIS OBISPO, California
(35.282619, -120.660014)"
2015,106301340,ST. JOSEPH HOSPITAL - ORANGE,Orange,Non-Profit,Comparable,,,491,379,379,582720554,$18311665.00,$601032219.00,3%,3.1%,"ORANGE, California
(33.791489, -117.853096)"
2015,106341051,SUTTER MEDICAL CENTER - SACRAMENTO,Sacramento,Non-Profit,Comparable,,,523,523,433,941225921,$11952167.00,$953178088.00,1.3%,1.3%,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106344017,SUTTER CENTER FOR PSYCHIATRY,Sacramento,Non-Profit,Comparable,,,73,73,62,27682661,$137863.00,$27820524.00,0.5%,0.5%,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106491267,SONOMA DEVELOPMENTAL CENTER,Sonoma,State,State Hospitals,,,1413,1021,385,140513995,$0.00,$140513995.00,0%,0%,"ELDRIDGE, California
(38.339376, -122.50875)"
2015,106105029,FRESNO HEART & SURGICAL HOSPITAL,Fresno,Investor,Comparable,,,57,34,31,62771647,$535775.00,$63307422.00,0.8%,0.9%,"FRESNO, California
(36.731654, -119.785856)"
2015,106541123,PORTERVILLE STATE HOSPITAL,Tulare,State,State Hospitals,,,1210,359,359,137090001,$0.00,$137090001.00,0%,0%,"PORTERVILLE, California
(36.073039, -119.016146)"
2015,106540798,SIERRA VIEW MEDICAL CENTER,Tulare,District,Comparable,,,167,167,167,135834827,$2735954.00,$138570781.00,2%,2%,"PORTERVILLE, California
(36.073039, -119.016146)"
2015,106060870,COLUSA REGIONAL MEDICAL CENTER,Colusa,Non-Profit,Comparable,,Rural,48,48,36,32796505,$1298755.00,$34095260.00,3.8%,4%,"COLUSA, California
(39.209238, -122.008373)"
2014,106240924,MEMORIAL HOSPITAL - LOS BANOS,Merced,Non-Profit,Comparable,,Rural,46,46,16,50120926,$2740998.00,$52861924.00,5.2%,5.5%,"LOS BANOS, California
(37.061242, -120.845795)"
2015,106440755,DOMINICAN HOSPITAL - SANTA CRUZ/SOQUEL,Santa Cruz,Non-Profit,Comparable,,,223,220,163,414610436,$4530787.00,$419141223.00,1.1%,1.1%,"SANTA CRUZ, California
(36.97414, -122.028795)"
2015,106370694,SHARP MEMORIAL HOSPITAL,San Diego,Non-Profit,Comparable,,,862,665,441,1089139496,$13010039.00,$1102149535.00,1.2%,1.2%,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106340950,MERCY SAN JUAN HOSPITAL,Sacramento,Non-Profit,Comparable,,,370,370,370,621673000,$3511000.00,$625184000.00,0.6%,0.6%,"CARMICHAEL, California
(38.636604, -121.327265)"
2015,106301379,WEST ANAHEIM MEDICAL CENTER,Orange,Investor,Comparable,,,219,219,219,101145934,$1012574.00,$102158508.00,1%,1%,"ANAHEIM, California
(33.834492, -117.915638)"
2015,106191228,LAC/USC MEDICAL CENTER,Los Angeles,City/County,Comparable,Teaching,,676,633,534,1136320376,$188432286.00,$1324752662.00,14.2%,16.6%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106361144,CHINO VALLEY MEDICAL CENTER,San Bernardino,Investor,Comparable,,,126,126,126,100485797,$902090.00,$101387887.00,0.9%,0.9%,"CHINO, California
(34.010971, -117.689239)"
2015,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Orange,Non-Profit,Comparable,,,527,500,332,857359090,$66744460.00,$924103550.00,7.2%,7.8%,"NEWPORT BEACH, California
(33.615967, -117.930378)"
2015,106204019,VALLEY CHILDREN'S HOSPITAL,Madera,Non-Profit,Comparable,,,356,356,222,510423860,$17797578.00,$528221438.00,3.4%,3.5%,"MADERA, California
(36.961961, -120.059585)"
2014,106430905,STANFORD UNIVERSITY HOSPITAL,Santa Clara,Non-Profit,Comparable,Teaching,,613,474,474,2863066487,$75183591.00,$2938250078.00,2.6%,2.6%,"PALO ALTO, California
(37.445103, -122.160363)"
2015,106370977,POMERADO HOSPITAL,San Diego,District,Comparable,,,236,236,206,162482681,$1488945.00,$163971626.00,0.9%,0.9%,"POWAY, California
(32.986369, -117.023491)"
2015,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,Contra Costa,City/County,Comparable,,,146,146,119,461885517,$97426701.00,$559312218.00,17.4%,21.1%,"MARTINEZ, California
(38.018992, -122.134855)"
2014,106034002,SUTTER AMADOR HOSPITAL,Amador,Non-Profit,Comparable,,Rural,52,52,29,72310093,$2311407.00,$74621500.00,3.1%,3.2%,"JACKSON, California
(38.347604, -120.772295)"
2015,106281047,QUEEN OF THE VALLEY HOSPITAL,Napa,Non-Profit,Comparable,,,208,208,208,244556807,$10571396.00,$255128203.00,4.1%,4.3%,"NAPA, California
(38.297242, -122.289405)"
2015,106070904,DOCTORS MEDICAL CENTER - SAN PABLO,Contra Costa,Investor,Comparable,,,124,124,7,15080849,$1762542.00,$16843391.00,10.5%,11.7%,"SAN PABLO, California
(37.960632, -122.34148)"
2015,106560203,AURORA VISTA DEL MAR HOSPITAL,Ventura,Investor,Comparable,,,87,87,68,20273239,$56985.00,$20330224.00,0.3%,0.3%,"VENTURA, California
(34.280832, -119.293107)"
2015,106370749,ALVARADO PARKWAY INSTITUTE BHS,San Diego,Investor,Comparable,,,66,66,66,25736052,$0.00,$25736052.00,0%,0%,"LA MESA, California
(32.766157, -117.024725)"
2014,106171049,ST. HELENA HOSPITAL - CLEARLAKE,Lake,Non-Profit,Comparable,,Rural,25,25,25,68059073,$1166479.00,$69225552.00,1.7%,1.7%,"CLEARLAKE, California
(38.961814, -122.631261)"
2015,106370705,FALLBROOK HOSPITAL DISTRICT,San Diego,District,Comparable,,Rural,146,146,146,377872,$1499.00,$379371.00,0.4%,0.4%,"FALLBROOK, California
(33.38206, -117.251355)"
2015,106434040,LUCILE S PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,Non-Profit,Comparable,Teaching,,302,302,302,1188593739,$60552269.00,$1249146008.00,4.8%,5.1%,"PALO ALTO, California
(37.445103, -122.160363)"
2015,106190422,TORRANCE MEMORIAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,446,378,320,549915289,$29044675.00,$578959964.00,5%,5.3%,"TORRANCE, California
(33.836318, -118.340038)"
2015,106194967,STAR VIEW ADOLESCENT - PHF,Los Angeles,Investor,Psychiatric Health Facilities,,,16,16,16,3525215,$4109867.00,$7635082.00,53.8%,116.6%,"TORRANCE, California
(33.836318, -118.340038)"
2015,106370744,SCRIPPS MERCY HOSPITAL,San Diego,Non-Profit,Comparable,Teaching,,684,548,387,698956284,$10189802.00,$709146086.00,1.4%,1.5%,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,218,218,127,290483456,$2496940.00,$292980396.00,0.9%,0.9%,"FOUNTAIN VALLEY, California
(33.708975, -117.951323)"
2015,106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Sutter,Non-Profit,Comparable,,,14,14,14,24749647,$684486.00,$25434133.00,2.7%,2.8%,"YUBA CITY, California
(39.13222, -121.625147)"
2015,106560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,Ventura,Non-Profit,Comparable,,,155,153,103,106084783,$694333.00,$106779116.00,0.7%,0.7%,"CAMARILLO, California
(34.225403, -119.050667)"
2015,106190534,OLYMPIA MEDICAL CENTER,Los Angeles,Investor,Comparable,,,204,204,72,85504490,$1874642.00,$87379132.00,2.1%,2.2%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106560473,COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA,Ventura,Non-Profit,Comparable,,,242,242,135,328387103,$5516253.00,$333903356.00,1.7%,1.7%,"VENTURA, California
(34.280832, -119.293107)"
2015,106190298,FOOTHILL PRESBYTERIAN HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,105,88730620,$917299.00,$89647919.00,1%,1%,"GLENDORA, California
(34.136001, -117.865485)"
2014,106301781,FAIRVIEW DEVELOPMENTAL CENTER,Orange,State,State Hospitals,,,1218,916,305,120739172,$0.00,$120739172.00,0%,0%,"COSTA MESA, California
(33.663857, -117.904765)"
2015,106540734,KAWEAH DELTA MEDICAL CENTER,Tulare,District,Comparable,,,581,576,450,515532380,$34711578.00,$550243958.00,6.3%,6.7%,"VISALIA, California
(36.33012, -119.29888)"
2015,106074017,SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,Investor,Comparable,,,123,113,53,160451390,$1864398.00,$162315788.00,1.1%,1.2%,"SAN RAMON, California
(37.764907, -121.951061)"
2015,106084001,SUTTER COAST HOSPITAL,Del Norte,Non-Profit,Comparable,,Rural,49,49,23,67522000,$604350.00,$68126350.00,0.9%,0.9%,"CRESCENT CITY, California
(41.754772, -124.204373)"
2015,106361308,REDLANDS COMMUNITY HOSPITAL,San Bernardino,Non-Profit,Comparable,,,229,229,195,307992103,$2885712.00,$310877815.00,0.9%,0.9%,"REDLANDS, California
(34.055562, -117.182603)"
2014,106105051,COALINGA STATE HOSPITAL,Fresno,State,State Hospitals,,,1500,1213,1213,233925266,$0.00,$233925266.00,0%,0%,"COALINGA, California
(36.139801, -120.360264)"
2015,106424102,THE CHAMPION CENTER,Santa Barbara,District,Comparable,,,50,50,50,1032432,$113495.00,$1145927.00,9.9%,11%,"LOMPOC, California
(34.653385, -120.457727)"
2015,106190148,CENTINELA HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,369,343,189,258689362,$2954451.00,$261643813.00,1.1%,1.1%,"INGLEWOOD, California
(33.961767, -118.353336)"
2015,106014034,FREMONT HOSPITAL - FREMONT,Alameda,Investor,Comparable,,,148,148,148,50243214,$9577.00,$50252791.00,0%,0%,"FREMONT, California
(37.550195, -121.980829)"
2015,106301781,FAIRVIEW DEVELOPMENTAL CENTER,Orange,State,State Hospitals,,,1218,961,263,105605831,$0.00,$105605831.00,0%,0%,"COSTA MESA, California
(33.663857, -117.904765)"
2015,106231396,UKIAH VALLEY MEDICAL CENTER,Mendocino,Non-Profit,Comparable,,Rural,67,50,50,143136554,$895905.00,$144032459.00,0.6%,0.6%,"UKIAH, California
(39.149997, -123.207635)"
2015,106344035,VIBRA HOSPITAL OF SACRAMENTO,Sacramento,Investor,Comparable,,,58,58,58,33345847,$338549.00,$33684396.00,1%,1%,"FOLSOM, California
(38.681325, -121.163738)"
2015,106370721,KINDRED HOSPITAL - SAN DIEGO,San Diego,Investor,Comparable,,,70,70,70,32898977,$71549.00,$32970526.00,0.2%,0.2%,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106321016,SENECA HEALTHCARE DISTRICT,Plumas,District,Comparable,,Rural,26,26,24,13161800,$238013.00,$13399813.00,1.8%,1.8%,"CHESTER, California
(40.311547, -121.227165)"
2015,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,Mendocino,Non-Profit,Comparable,,Rural,25,25,21,54797433,$1006146.00,$55803579.00,1.8%,1.8%,"WILLITS, California
(39.409044, -123.353523)"
2015,106190708,SHERMAN OAKS HOSPITAL & HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,153,153,153,107306248,$812089.00,$108118337.00,0.8%,0.8%,"SHERMAN OAKS, California
(34.1511, -118.448303)"
2015,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,Non-Profit,Comparable,,Rural,121,121,121,142193000,$2475000.00,$144668000.00,1.7%,1.7%,"GRASS VALLEY, California
(39.219102, -121.062951)"
2015,106171395,SUTTER LAKESIDE HOSPITAL,Lake,Non-Profit,Comparable,,Rural,30,30,20,72358210,$2992368.00,$75350578.00,4%,4.1%,"LAKEPORT, California
(39.043171, -122.915171)"
2015,106314029,TELECARE PLACER COUNTY  PHF,Placer,Investor,Psychiatric Health Facilities,,,16,16,16,4136131,$1298.00,$4137429.00,0%,0%,"ROSEVILLE, California
(38.74806, -121.285202)"
2015,106301297,PLACENTIA LINDA HOSPITAL,Orange,Investor,Comparable,,,114,114,30,97271236,$872519.00,$98143755.00,0.9%,0.9%,"PLACENTIA, California
(33.871209, -117.860113)"
2015,106190812,VALLEY PRESBYTERIAN HOSPITAL,Los Angeles,Non-Profit,Comparable,,,350,348,196,334932292,$11389901.00,$346322193.00,3.3%,3.4%,"VAN NUYS, California
(34.186699, -118.448097)"
2015,106190687,SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC,Los Angeles,Non-Profit,Comparable,,,265,265,265,503529434,$17377024.00,$520906458.00,3.3%,3.5%,"SANTA MONICA, California
(34.010932, -118.491512)"
2015,106190475,COMMUNITY HOSPITAL OF LONG BEACH,Los Angeles,Non-Profit,Comparable,,,158,158,70,73855845,$1095089.00,$74950934.00,1.5%,1.5%,"LONG BEACH, California
(33.767168, -118.193723)"
2015,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,San Bernardino,Non-Profit,Comparable,,,89,89,89,31128013,$1944173.00,$33072186.00,5.9%,6.2%,"REDLANDS, California
(34.055562, -117.182603)"
2014,106380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,San Francisco,Non-Profit,Comparable,,,67,22,22,20304142,$554464.00,$20858606.00,2.7%,2.7%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2015,106484062,CRESTWOOD - SOLANO  PHF,Solano,Investor,Psychiatric Health Facilities,,,16,16,16,4136895,$571560.00,$4708455.00,12.1%,13.8%,"VALLEJO, California
(38.101088, -122.254959)"
2015,106190400,HUNTINGTON MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,,,580,580,352,552648165,$23631720.00,$576279885.00,4.1%,4.3%,"PASADENA, California
(34.14955, -118.141452)"
2015,106196168,EARL & LORRAINE MILLER CHILDREN'S HOSPITAL,Los Angeles,Non-Profit,Comparable,,,371,371,216,419980694,$6338384.00,$426319078.00,1.5%,1.5%,"LONG BEACH, California
(33.767168, -118.193723)"
2015,106301188,ANAHEIM GLOBAL MEDICAL CENTER,Orange,Investor,Comparable,,,188,188,181,65592506,$537784.00,$66130290.00,0.8%,0.8%,"ANAHEIM, California
(33.834492, -117.915638)"
2015,106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,San Diego,Non-Profit,Comparable,,,444,327,200,550083158,$14190090.00,$564273248.00,2.5%,2.6%,"LA JOLLA, California
(32.847198, -117.2733)"
2015,106504081,TELECARE STANISLAUS COUNTY  PHF,Stanislaus,Investor,Psychiatric Health Facilities,,,16,16,16,4342948,$0.00,$4342948.00,0%,0%,"CERES, California
(37.593215, -120.955691)"
2015,106491338,SONOMA WEST MEDICAL CENTER,Sonoma,District,Comparable,,Rural,37,21,21,2530862,$11299.00,$2542161.00,0.4%,0.4%,"SEBASTOPOL, California
(38.402084, -122.824191)"
2015,106130699,EL CENTRO REGIONAL MEDICAL CENTER,Imperial,City/County,Comparable,,,161,161,161,131361046,$5657483.00,$137018529.00,4.1%,4.3%,"EL CENTRO, California
(32.792855, -115.565551)"
2014,106541123,PORTERVILLE STATE HOSPITAL,Tulare,State,State Hospitals,,,1210,381,382,150616617,$0.00,$150616617.00,0%,0%,"PORTERVILLE, California
(36.073039, -119.016146)"
2015,106414018,MENLO PARK SURGICAL HOSPITAL,San Mateo,Investor,Comparable,,,16,16,3,20839122,$336192.00,$21175314.00,1.6%,1.6%,"MENLO PARK, California
(37.453629, -122.18296)"
2015,106340947,MERCY GENERAL HOSPITAL,Sacramento,Non-Profit,Comparable,,,432,394,394,589423000,$8976000.00,$598399000.00,1.5%,1.5%,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106301279,UNIVERSITY OF CALIFORNIA - IRVINE MEDICAL CENTER,Orange,Non-Profit,Comparable,Teaching,,411,409,409,926395703,$18122809.00,$944518512.00,1.9%,2%,"ORANGE, California
(33.791489, -117.853096)"
2014,106361768,PATTON STATE HOSPITAL,San Bernardino,State,State Hospitals,,,1287,1512,1512,299777967,$0.00,$299777967.00,0%,0%,"PATTON, California
(34.135799, -117.223099)"
2015,106040802,ORCHARD HOSPITAL,Butte,Non-Profit,Comparable,,Rural,45,45,30,20868151,$1309711.00,$22177862.00,5.9%,6.3%,"GRIDLEY, California
(39.363578, -121.696463)"
2015,106450940,SHASTA REGIONAL MEDICAL CENTER,Shasta,Investor,Comparable,,,246,246,246,152311147,$1302863.00,$153614010.00,0.8%,0.9%,"REDDING, California
(40.574637, -122.38109)"
2015,106400548,TWIN CITIES COMMUNITY HOSPITAL,San Luis Obispo,Investor,Comparable,,Rural,122,122,44,102462894,$1047408.00,$103510302.00,1%,1%,"TEMPLETON, California
(35.549809, -120.70491)"
2015,106014233,EDEN MEDICAL CENTER,Alameda,Non-Profit,Comparable,,,130,130,128,334577971,$10362842.00,$344940813.00,3%,3.1%,"CASTRO VALLEY, California
(37.698547, -122.073956)"
2015,106444029,TELECARE SANTA CRUZ  PHF,Santa Cruz,Investor,Psychiatric Health Facilities,,,16,16,16,6161911,$252.00,$6162163.00,0%,0%,"SANTA CRUZ, California
(36.97414, -122.028795)"
2015,106430883,SANTA CLARA VALLEY MEDICAL CENTER,Santa Clara,City/County,Comparable,Teaching,,574,554,374,989556249,$72343442.00,$1061899691.00,6.8%,7.3%,"SAN JOSE, California
(37.334807, -121.888128)"
2015,106331164,DESERT REGIONAL MEDICAL CENTER,Riverside,Investor,Comparable,,,385,351,257,490379868,$7771364.00,$498151232.00,1.6%,1.6%,"PALM SPRINGS, California
(33.830302, -116.546843)"
2015,106110889,GLENN MEDICAL CENTER,Glenn,Non-Profit,Comparable,,Rural,47,15,15,15989743,$665840.00,$16655583.00,4%,4.2%,"WILLOWS, California
(39.520518, -122.198176)"
2015,106190857,DOCTORS HOSPITAL OF WEST COVINA,Los Angeles,Investor,Comparable,,,46,46,46,13023889,$722411.00,$13746300.00,5.3%,5.5%,"WEST COVINA, California
(34.068896, -117.938239)"
2015,106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Imperial,District,Comparable,,,107,107,107,108934648,$1039108.00,$109973756.00,0.9%,1%,"BRAWLEY, California
(32.978688, -115.539429)"
2015,106190243,DOWNEY REGIONAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,199,199,181,144319958,$602847.00,$144922805.00,0.4%,0.4%,"DOWNEY, California
(33.940946, -118.12752)"
2014,106270777,GEORGE L. MEE MEMORIAL HOSPITAL,Monterey,Non-Profit,Comparable,,Rural,119,119,119,56415099,$807190.00,$57222289.00,1.4%,1.4%,"KING CITY, California
(36.21432, -121.123656)"
2015,106211006,MARIN GENERAL HOSPITAL,Marin,Non-Profit,Comparable,,,235,176,176,375424158,$7965144.00,$383389302.00,2.1%,2.1%,"GREENBRAE, California
(37.948611, -122.524722)"
2015,106010987,WASHINGTON HOSPITAL - FREMONT,Alameda,District,Comparable,,,341,316,146,434009217,$2415104.00,$436424321.00,0.6%,0.6%,"FREMONT, California
(37.550195, -121.980829)"
2015,106474007,FAIRCHILD MEDICAL CENTER,Siskiyou,Non-Profit,Comparable,,Rural,28,25,25,67265403,$674010.00,$67939413.00,1%,1%,"YREKA, California
(41.731582, -122.635649)"
2015,106034002,SUTTER AMADOR HOSPITAL,Amador,Non-Profit,Comparable,,Rural,52,52,31,80360003,$933856.00,$81293859.00,1.1%,1.2%,"JACKSON, California
(38.347604, -120.772295)"
2015,106304460,HOAG ORTHOPEDIC INSTITUTE,Orange,Investor,Comparable,,,70,70,32,120578114,$893196.00,$121471310.00,0.7%,0.7%,"IRVINE, California
(33.685908, -117.824719)"
2015,106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Alameda,Investor,Comparable,,,99,99,99,45863753,$94468.00,$45958221.00,0.2%,0.2%,"SAN LEANDRO, California
(37.728364, -122.158612)"
2015,106154101,BAKERSFIELD HEART HOSPITAL,Kern,Investor,Comparable,,,47,47,47,73740912,$1400556.00,$75141468.00,1.9%,1.9%,"BAKERSFIELD, California
(35.373405, -119.018911)"
2014,106474007,FAIRCHILD MEDICAL CENTER,Siskiyou,Non-Profit,Comparable,,Rural,28,25,25,70729541,$740278.00,$71469819.00,1%,1%,"YREKA, California
(41.731582, -122.635649)"
2015,106244027,MARIE GREEN PSYCHIATRIC CENTER -PHF,Merced,City/County,Psychiatric Health Facilities,,,16,16,16,5661258,$0.00,$5661258.00,0%,0%,"MERCED, California
(37.306968, -120.481971)"
2015,106361318,SAN ANTONIO COMMUNITY HOSPITAL,San Bernardino,Non-Profit,Comparable,,,279,279,279,291230997,$2163459.00,$293394456.00,0.7%,0.7%,"UPLAND, California
(34.099737, -117.650985)"
2015,106434220,CRESTWOOD - SAN JOSE  PHF,Santa Clara,Investor,Psychiatric Health Facilities,,,16,16,16,4264216,$787968.00,$5052184.00,15.6%,18.5%,"SAN JOSE, California
(37.334807, -121.888128)"
2015,106330120,THE BETTY FORD CENTER,Riverside,Non-Profit,Comparable,,,100,100,100,25033180,$4149856.00,$29183036.00,14.2%,16.6%,"RANCHO MIRAGE, California
(33.742298, -116.410904)"
2015,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,San Bernardino,Investor,Comparable,,,102,102,102,47470643,$674575.00,$48145218.00,1.4%,1.4%,"MONTCLAIR, California
(34.077674, -117.693908)"
2015,106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Riverside,Investor,Comparable,,,252,252,252,262668535,$5222403.00,$267890938.00,1.9%,2%,"MURRIETA, California
(33.559752, -117.220777)"
2015,106331152,CORONA REGIONAL MEDICAL CENTER - MAIN,Riverside,Non-Profit,Comparable,,,238,238,137,153833114,$460930.00,$154294044.00,0.3%,0.3%,"CORONA, California
(33.875665, -117.568843)"
2015,106301234,LA PALMA INTERCOMMUNITY HOSPITAL,Orange,Investor,Comparable,,,141,141,141,54971613,$642401.00,$55614014.00,1.2%,1.2%,"LA PALMA, California
(33.849902, -118.037303)"
2015,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,Tehama,Non-Profit,Comparable,,Rural,76,66,66,89704616,$1294005.00,$90998621.00,1.4%,1.4%,"RED BLUFF, California
(40.176607, -122.234146)"
2015,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,552,404,223,531881318,$12357149.00,$544238467.00,2.3%,2.3%,"MISSION VIEJO, California
(33.595018, -117.659099)"
2015,106301155,COLLEGE HOSPITAL COSTA MESA,Orange,Investor,Comparable,,,122,122,111,71051798,$1348261.00,$72400059.00,1.9%,1.9%,"COSTA MESA, California
(33.663857, -117.904765)"
2015,106014207,TELECARE HERITAGE  PHF,Alameda,Investor,Psychiatric Health Facilities,,,26,26,26,9435356,$4824.00,$9440180.00,0.1%,0.1%,"Oakland, California
(37.804828, -122.27248)"
2015,106344170,CRESTWOOD - CARMICHAEL  PHF,Sacramento,Investor,Psychiatric Health Facilities,,,16,16,16,4479730,$31820.00,$4511550.00,0.7%,0.7%,"CARMICHAEL, California
(38.636604, -121.327265)"
2014,106171395,SUTTER LAKESIDE HOSPITAL,Lake,Non-Profit,Comparable,,Rural,30,30,21,63407996,$442076.00,$63850072.00,0.7%,0.7%,"LAKEPORT, California
(39.043171, -122.915171)"
2015,106190184,COLLEGE HOSPITAL,Los Angeles,Investor,Comparable,,,187,187,187,72331457,$9871.00,$72341328.00,0%,0%,"CERRITOS, California
(33.865783, -118.066366)"
2015,106121051,REDWOOD MEMORIAL HOSPITAL,Humboldt,Non-Profit,Comparable,,Rural,35,25,25,55151925,$720688.00,$55872613.00,1.3%,1.3%,"FORTUNA, California
(40.58858, -124.146858)"
2015,106190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Los Angeles,Investor,Comparable,,,565,459,327,264479402,$1127212.00,$265606614.00,0.4%,0.4%,"HOLLYWOOD, California
(34.098301, -118.325798)"
2015,106190680,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER-SAN PEDRO,Los Angeles,Non-Profit,Comparable,,,356,324,324,162900267,$1092228.00,$163992495.00,0.7%,0.7%,"SAN PEDRO, California
(33.735802, -118.291397)"
2015,106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Los Angeles,Non-Profit,Comparable,,,400,286,286,299276740,$3639666.00,$302916406.00,1.2%,1.2%,"ARCADIA, California
(34.136534, -118.040889)"
